,Candidat,Circ,Departement,Parti,Score
3176,Andrée Rives,2.0,-circonscription-rhone,PS,"13,20%"
3177,Anne Richard,2.0,-circonscription-rhone,FN,"12,87%"
3178,Gilles Buna,2.0,-circonscription-rhone,Les Verts,"9,06%"
3179,Frédéric Gaffiot,2.0,-circonscription-rhone,PCF,"4,38%"
3180,Simone Metzger,2.0,-circonscription-rhone,"
									Les nouveaux écologistes									","2,24%"
3181,Arlette Couzon,2.0,-circonscription-rhone,LO,"1,40%"
3182,Hubert Chertier,2.0,-circonscription-rhone,Mouvement des citoyens,"1,00%"
3183,Michel Comby,2.0,-circonscription-rhone,Divers,"0,84%"
3184,Paul Rozet,2.0,-circonscription-rhone,Divers droite,"0,58%"
3185,Michel Detoc,2.0,-circonscription-rhone,Divers droite,"0,45%"
3186,Eric Sauzé,2.0,-circonscription-rhone,"
									Nouvelle solidarité									","0,26%"
3187,Jean-Louis Bourzeix,2.0,-circonscription-rhone,"
									Parti de la loi naturelle									","0,23%"
3188,Christian Robin,2.0,-circonscription-rhone,Divers droite,"0,00%"
3189,André Soulier,3.0,-circonscription-rhone,UDF,"26,10%"
3190,Jean-Michel Dubernard,3.0,-circonscription-rhone,Divers droite,"21,53%"
3191,Alain Breuil,3.0,-circonscription-rhone,FN,"17,24%"
3192,Yvon Deschamps,3.0,-circonscription-rhone,PS,"14,73%"
3193,Michel Chomarat,3.0,-circonscription-rhone,Génération écologie,"6,90%"
3194,René Chevailler,3.0,-circonscription-rhone,PCF,"6,56%"
3195,Bernard Huissoud,3.0,-circonscription-rhone,"
									Solidarité, écologie, gauche alternative									","3,01%"
3196,Pascale Monteil,3.0,-circonscription-rhone,"
									Les nouveaux écologistes									","1,70%"
3197,Françoise Leclet,3.0,-circonscription-rhone,LO,"1,53%"
3198,Jack Crozet,3.0,-circonscription-rhone,Parti des travailleurs,"0,69%"
3199,Raymond Barre,4.0,-circonscription-rhone,UDF,"50,19%"
3200,René Morel,4.0,-circonscription-rhone,FN,"17,12%"
3201,Martine Roure,4.0,-circonscription-rhone,PS,"13,89%"
3202,Dominique Lopin,4.0,-circonscription-rhone,Génération écologie,"7,87%"
3203,Nicole Tisserand,4.0,-circonscription-rhone,PCF,"4,18%"
3204,Bernard Duclieu,4.0,-circonscription-rhone,"
									Union des indépendants									","2,97%"
3205,Michèle Maussac,4.0,-circonscription-rhone,"
									Les nouveaux écologistes									","1,91%"
3206,Georges Mestres,4.0,-circonscription-rhone,LO,"1,47%"
3207,Marie-Josèphe Chataux,4.0,-circonscription-rhone,"
									Parti de la loi naturelle									","0,40%"
3208,Jean Rigaud,5.0,-circonscription-rhone,UDF,"49,33%"
3209,Pierre Terrier,5.0,-circonscription-rhone,FN,"16,02%"
3210,Guy David,5.0,-circonscription-rhone,PS,"14,81%"
3211,Etienne Tête,5.0,-circonscription-rhone,Les Verts,"11,59%"
3212,Madeleine Jorand,5.0,-circonscription-rhone,PCF,"4,89%"
3213,Philippe Chalumet,5.0,-circonscription-rhone,"
									Les nouveaux écologistes									","2,12%"
3214,Syham Mertani,5.0,-circonscription-rhone,Ecologiste,"1,23%"
3215,Marc Fraysse,6.0,-circonscription-rhone,RPR,"30,17%"
3216,Jean-Paul Bret,6.0,-circonscription-rhone,PS,"19,35%"
3217,Pierre Vial,6.0,-circonscription-rhone,FN,"18,10%"
3218,Maxence Hernu,6.0,-circonscription-rhone,Divers gauche,"11,31%"
3219,Pierre Bouquet,6.0,-circonscription-rhone,Les Verts,"7,74%"
3220,Christian Depierre,6.0,-circonscription-rhone,PCF,"6,15%"
3221,Marcelle Mathon,6.0,-circonscription-rhone,"
									Les nouveaux écologistes									","2,12%"
3222,Alain Girod,6.0,-circonscription-rhone,"
									Solidarité, écologie, gauche alternative									","1,43%"
3223,Jean-Luc Renault,6.0,-circonscription-rhone,LO,"1,27%"
3224,Gilles Rozet,6.0,-circonscription-rhone,Divers droite,"0,91%"
3225,Dalila Addadi,6.0,-circonscription-rhone,Ecologiste,"0,80%"
3226,Marie-Claude Baudinat-Hamrouche,6.0,-circonscription-rhone,Parti des travailleurs,"0,64%"
3227,Jean-Pierre Calvel,7.0,-circonscription-rhone,UDF,"31,33%"
3228,Denis de Bouteiller,7.0,-circonscription-rhone,FN,"23,30%"
3229,Jean-Jack Queyranne,7.0,-circonscription-rhone,PS,"21,48%"
3230,Jean-Pierre Brunel,7.0,-circonscription-rhone,PCF,"8,88%"
3231,Guy Peyretti,7.0,-circonscription-rhone,Génération écologie,"7,43%"
3232,Jean-Michel Hernandez,7.0,-circonscription-rhone,LO,"1,64%"
3233,Marie-Jeanne Dion,7.0,-circonscription-rhone,"
									Les nouveaux écologistes									","1,43%"
3234,Gildas Conseil,7.0,-circonscription-rhone,"
									Mouvement des réformateurs									","1,41%"
3235,Mustapha Ghouila,7.0,-circonscription-rhone,"
									France plus									","1,24%"
3236,Jean Brière,7.0,-circonscription-rhone,Ecologiste,"1,15%"
3237,Armand Creus,7.0,-circonscription-rhone,LCR,"0,70%"
